year	depto	letra	clae2_desc	puestos
2015	Diamante	R	Juegos de azar y apuestas	24
2015	Diamante	R	Servicios artísticos y de espectáculos	NA
2015	Diamante	R	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	NA
2015	Diamante	S	Otros servicios personales	33
2015	Diamante	S	Reparación de computadoras y equipos de uso doméstico	NA
2015	Diamante	S	Servicios de asociaciones	333
2015	Federación	Otro	Otros sectores	12
2015	Federación	A	Agricultura, ganadería, caza y servicios relacionados	1557
2015	Federación	A	Pesca y acuicultura	3
2015	Federación	A	Silvicultura y explotación forestal	49
2015	Federación	B	Actividades de apoyo al petróleo y la minería	4
2015	Federación	B	Extracción de otros minerales	17
2015	Federación	B	Extracción de petróleo crudo y gas natural	3
2015	Federación	C	Elaboracion de productos farmacéuticos	NA
2015	Federación	C	Elaboración de bebidas	23
2015	Federación	C	Elaboración de prendas de vestir	6
2015	Federación	C	Elaboración de productos alimenticios	384
2015	Federación	C	Elaboración de productos de madera	845
2015	Federación	C	Elaboración de productos de papel	3
2015	Federación	C	Elaboración de productos de tabaco	NA
2015	Federación	C	Elaboración de productos textiles	3
2015	Federación	C	Fabricación de equipo eléctrico	8
2015	Federación	C	Fabricación de maquinarias	17
2015	Federación	C	Fabricación de metales comunes	3
2015	Federación	C	Fabricación de muebles	99
2015	Federación	C	Fabricación de otros equipos de transporte	5
2015	Federación	C	Fabricación de productos de caucho y vidrio	5
2015	Federación	C	Fabricación de productos de informática, de electrónica y de óptica	3
2015	Federación	C	Fabricación de productos de vidrio y otros minerales no metálicos	16
2015	Federación	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	58
2015	Federación	C	Fabricación de sustancias químicas	43
2015	Federación	C	Fabricación de vehículos automotores, remolques y semirremolques	10
2015	Federación	C	Imprentas y editoriales	4
2015	Federación	C	Reparación e instalación de maquinaria y equipo	11
2015	Federación	D	Suministro de electricidad, gas, vapor y aire acondicionado	61
2015	Federación	E	Captación, tratamiento y distribución de agua	4
2015	Federación	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	5
2015	Federación	F	Actividades especializadas de construcción 	28
2015	Federación	F	Construcción de edificios y partes	130
2015	Federación	F	Obras de ingeniería civil	141
2015	Federación	G	Comercio al por mayor excepto autos y motos	723
2015	Federación	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	152
2015	Federación	G	Comercio al por menor excepto autos y motos	776
2015	Federación	H	Almacenamiento y actividades de apoyo al transporte	13
2015	Federación	H	Servicio de correo y mensajería	31
2015	Federación	H	Transporte acuático	4
2015	Federación	H	Transporte terrestre y por tuberías	237
2015	Federación	I	Servicios de alojamiento	268
2015	Federación	I	Servicios de expendio de alimentos y bebidas	150
2015	Federación	J	Actividades de procesamiento de información	NA
2015	Federación	J	Edición	5
2015	Federación	J	Programación y transmisiones de TV y radio	48
2015	Federación	J	Servicios audiovisuales	NA
2015	Federación	J	Servicios de programación, consultoría informática y actividades conexas	18
2015	Federación	J	Telecomunicaciones	25
2015	Federación	K	Servicios auxiliares de la actividad financiera y de seguros	6
2015	Federación	K	Servicios de seguros, reaseguros y pensiones	32
2015	Federación	K	Servicios financieros (excepto seguros y pensiones)	104
2015	Federación	L	Servicios inmobiliarios	86
2015	Federación	M	Investigación y desarrollo científico	3
2015	Federación	M	Otras actividades profesionales, científicas y técnicas	4
2015	Federación	M	Servicios de arquitectura e ingeniería	23
2015	Federación	M	Servicios de publicidad e investigación de mercado	3
2015	Federación	M	Servicios jurídicos y de contabilidad	91
2015	Federación	M	Servicios veterinarios	NA
2015	Federación	M	Servicios y asesoramiento de dirección y gestión empresarial	19
2015	Federación	N	Actividades administrativas y de apoyo a oficinas y empresas	31
2015	Federación	N	Actividades de investigación y seguridad	19
2015	Federación	N	Agencias de viajes, servicios de reservas y actividades conexas	6
2015	Federación	N	Alquiler y arrendamiento	21
2015	Federación	N	Servicios a edificios y actividades de jardinería	25
2015	Federación	N	Servicios de obtención y dotación de personal	6
2015	Federación	P	Enseñanza	593
2015	Federación	Q	Actividades de atención en instituciones	5
2015	Federación	Q	Actividades de atención sin alojamiento	18
2015	Federación	Q	Servicios de salud humana	133
2015	Federación	R	Actividades deportivas, recreativas y de entretenimiento	7
2015	Federación	R	Juegos de azar y apuestas	3
2015	Federación	R	Servicios artísticos y de espectáculos	NA
2015	Federación	R	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	4
2015	Federación	S	Otros servicios personales	19
2015	Federación	S	Reparación de computadoras y equipos de uso doméstico	3
2015	Federación	S	Servicios de asociaciones	173
2015	Federal	Otro	Otros sectores	11
2015	Federal	A	Agricultura, ganadería, caza y servicios relacionados	712
2015	Federal	A	Pesca y acuicultura	NA
2015	Federal	A	Silvicultura y explotación forestal	5
2015	Federal	B	Actividades de apoyo al petróleo y la minería	NA
2015	Federal	B	Extracción de carbón y lignito	NA
2015	Federal	B	Extracción de minerales metálicos	NA
2015	Federal	B	Extracción de otros minerales	NA
2015	Federal	C	Elaboracion de productos farmacéuticos	NA
2015	Federal	C	Elaboración de bebidas	3
2015	Federal	C	Elaboración de prendas de vestir	6
2015	Federal	C	Elaboración de productos alimenticios	43
2015	Federal	C	Elaboración de productos de madera	8
2015	Federal	C	Elaboración de productos de papel	NA
2015	Federal	C	Fabricación de equipo eléctrico	3
2015	Federal	C	Fabricación de maquinarias	3
2015	Federal	C	Fabricación de metales comunes	NA
2015	Federal	C	Fabricación de muebles	NA
2015	Federal	C	Fabricación de productos de caucho y vidrio	3
2015	Federal	C	Fabricación de productos de refinación de petróleo	NA
2015	Federal	C	Fabricación de productos de vidrio y otros minerales no metálicos	3
2015	Federal	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	8
2015	Federal	C	Fabricación de sustancias químicas	3
2015	Federal	C	Fabricación de vehículos automotores, remolques y semirremolques	17
2015	Federal	C	Imprentas y editoriales	NA
2015	Federal	C	Otras industrias manufactureras	NA
2015	Federal	D	Suministro de electricidad, gas, vapor y aire acondicionado	4
2015	Federal	E	Captación, tratamiento y distribución de agua	NA
2015	Federal	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	NA
2015	Federal	F	Actividades especializadas de construcción 	13
2015	Federal	F	Construcción de edificios y partes	52
2015	Federal	F	Obras de ingeniería civil	112
2015	Federal	G	Comercio al por mayor excepto autos y motos	159
2015	Federal	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	24
2015	Federal	G	Comercio al por menor excepto autos y motos	240
2015	Federal	H	Almacenamiento y actividades de apoyo al transporte	4
2015	Federal	H	Servicio de correo y mensajería	14
2015	Federal	H	Transporte terrestre y por tuberías	61
2015	Federal	I	Servicios de alojamiento	3
2015	Federal	I	Servicios de expendio de alimentos y bebidas	17
2015	Federal	J	Programación y transmisiones de TV y radio	10
2015	Federal	J	Servicios de programación, consultoría informática y actividades conexas	4
2015	Federal	J	Telecomunicaciones	NA
2015	Federal	K	Servicios auxiliares de la actividad financiera y de seguros	3
2015	Federal	K	Servicios de seguros, reaseguros y pensiones	7
2015	Federal	K	Servicios financieros (excepto seguros y pensiones)	31
2015	Federal	L	Servicios inmobiliarios	30
2015	Federal	M	Servicios de arquitectura e ingeniería	3
2015	Federal	M	Servicios de publicidad e investigación de mercado	NA
2015	Federal	M	Servicios jurídicos y de contabilidad	22
2015	Federal	M	Servicios veterinarios	3
2015	Federal	M	Servicios y asesoramiento de dirección y gestión empresarial	4
2015	Federal	N	Actividades administrativas y de apoyo a oficinas y empresas	6
2015	Federal	N	Actividades de investigación y seguridad	7
2015	Federal	N	Alquiler y arrendamiento	3
2015	Federal	N	Servicios a edificios y actividades de jardinería	11
2015	Federal	N	Servicios de obtención y dotación de personal	5
2015	Federal	P	Enseñanza	153
2015	Federal	Q	Actividades de atención en instituciones	3
2015	Federal	Q	Servicios de salud humana	38
2015	Federal	R	Actividades deportivas, recreativas y de entretenimiento	6
2015	Federal	R	Juegos de azar y apuestas	4
2015	Federal	R	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	NA
2015	Federal	S	Otros servicios personales	9
2015	Federal	S	Servicios de asociaciones	72
2015	Feliciano	Otro	Otros sectores	6
2015	Feliciano	A	Agricultura, ganadería, caza y servicios relacionados	336
2015	Feliciano	A	Pesca y acuicultura	NA
2015	Feliciano	A	Silvicultura y explotación forestal	NA
2015	Feliciano	C	Elaboración de prendas de vestir	NA
2015	Feliciano	C	Elaboración de productos alimenticios	26
2015	Feliciano	C	Elaboración de productos de cuero y calzado	NA
2015	Feliciano	C	Elaboración de productos de madera	NA
2015	Feliciano	C	Elaboración de productos textiles	NA
2015	Feliciano	C	Fabricación de metales comunes	NA
2015	Feliciano	C	Fabricación de muebles	NA
2015	Feliciano	C	Fabricación de productos de caucho y vidrio	NA
2015	Feliciano	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	NA
2015	Feliciano	C	Otras industrias manufactureras	NA
2015	Feliciano	D	Suministro de electricidad, gas, vapor y aire acondicionado	4
2015	Feliciano	E	Captación, tratamiento y distribución de agua	10
2015	Feliciano	F	Actividades especializadas de construcción 	6
2015	Feliciano	F	Construcción de edificios y partes	16
2015	Feliciano	F	Obras de ingeniería civil	33
2015	Feliciano	G	Comercio al por mayor excepto autos y motos	53
2015	Feliciano	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	5
2015	Feliciano	G	Comercio al por menor excepto autos y motos	101
2015	Feliciano	H	Almacenamiento y actividades de apoyo al transporte	NA
2015	Feliciano	H	Servicio de correo y mensajería	8
2015	Feliciano	H	Transporte terrestre y por tuberías	9
2015	Feliciano	I	Servicios de alojamiento	29
2015	Feliciano	I	Servicios de expendio de alimentos y bebidas	7
2015	Feliciano	J	Actividades de procesamiento de información	NA
2015	Feliciano	J	Programación y transmisiones de TV y radio	4
2015	Feliciano	J	Servicios de programación, consultoría informática y actividades conexas	NA
2015	Feliciano	K	Servicios de seguros, reaseguros y pensiones	4
2015	Feliciano	K	Servicios financieros (excepto seguros y pensiones)	18
2015	Feliciano	L	Servicios inmobiliarios	21
2015	Feliciano	M	Servicios de arquitectura e ingeniería	3
2015	Feliciano	M	Servicios de publicidad e investigación de mercado	NA
2015	Feliciano	M	Servicios jurídicos y de contabilidad	14
2015	Feliciano	M	Servicios y asesoramiento de dirección y gestión empresarial	NA
2015	Feliciano	N	Actividades administrativas y de apoyo a oficinas y empresas	8
2015	Feliciano	N	Actividades de investigación y seguridad	NA
2015	Feliciano	N	Alquiler y arrendamiento	3
2015	Feliciano	N	Servicios a edificios y actividades de jardinería	4
2015	Feliciano	N	Servicios de obtención y dotación de personal	NA
2015	Feliciano	P	Enseñanza	84
2015	Feliciano	Q	Actividades de atención en instituciones	NA
2015	Feliciano	Q	Servicios de salud humana	8
2015	Feliciano	R	Juegos de azar y apuestas	NA
2015	Feliciano	S	Servicios de asociaciones	12
2015	Gualeguay	Otro	Otros sectores	16
2015	Gualeguay	A	Agricultura, ganadería, caza y servicios relacionados	1001
2015	Gualeguay	A	Pesca y acuicultura	3
2015	Gualeguay	A	Silvicultura y explotación forestal	4
2015	Gualeguay	B	Actividades de apoyo al petróleo y la minería	NA
2015	Gualeguay	B	Extracción de minerales metálicos	NA
2015	Gualeguay	B	Extracción de otros minerales	10
2015	Gualeguay	B	Extracción de petróleo crudo y gas natural	NA
2015	Gualeguay	C	Elaboracion de productos farmacéuticos	3
2015	Gualeguay	C	Elaboración de bebidas	7
2015	Gualeguay	C	Elaboración de prendas de vestir	3
2015	Gualeguay	C	Elaboración de productos alimenticios	1521
2015	Gualeguay	C	Elaboración de productos de cuero y calzado	22
2015	Gualeguay	C	Elaboración de productos de madera	8
2015	Gualeguay	C	Elaboración de productos de papel	5
2015	Gualeguay	C	Elaboración de productos textiles	3
2015	Gualeguay	C	Fabricación de equipo eléctrico	5
2015	Gualeguay	C	Fabricación de maquinarias	NA
2015	Gualeguay	C	Fabricación de metales comunes	4
2015	Gualeguay	C	Fabricación de muebles	NA
2015	Gualeguay	C	Fabricación de otros equipos de transporte	6
2015	Gualeguay	C	Fabricación de productos de caucho y vidrio	11
2015	Gualeguay	C	Fabricación de productos de informática, de electrónica y de óptica	NA
2015	Gualeguay	C	Fabricación de productos de vidrio y otros minerales no metálicos	4
2015	Gualeguay	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	81
2015	Gualeguay	C	Fabricación de sustancias químicas	10
2015	Gualeguay	C	Fabricación de vehículos automotores, remolques y semirremolques	20
2015	Gualeguay	C	Imprentas y editoriales	NA
2015	Gualeguay	C	Otras industrias manufactureras	5
2015	Gualeguay	C	Reparación e instalación de maquinaria y equipo	3
2015	Gualeguay	D	Suministro de electricidad, gas, vapor y aire acondicionado	30
2015	Gualeguay	E	Captación, tratamiento y distribución de agua	8
2015	Gualeguay	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	40
2015	Gualeguay	F	Actividades especializadas de construcción 	72
2015	Gualeguay	F	Construcción de edificios y partes	83
2015	Gualeguay	F	Obras de ingeniería civil	326
2015	Gualeguay	G	Comercio al por mayor excepto autos y motos	391
2015	Gualeguay	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	56
2015	Gualeguay	G	Comercio al por menor excepto autos y motos	619
2015	Gualeguay	H	Almacenamiento y actividades de apoyo al transporte	11
2015	Gualeguay	H	Servicio de correo y mensajería	29
2015	Gualeguay	H	Transporte acuático	4
2015	Gualeguay	H	Transporte aéreo	NA
2015	Gualeguay	H	Transporte terrestre y por tuberías	266
2015	Gualeguay	I	Servicios de alojamiento	24
2015	Gualeguay	I	Servicios de expendio de alimentos y bebidas	84
2015	Gualeguay	J	Actividades de procesamiento de información	NA
2015	Gualeguay	J	Edición	13
2015	Gualeguay	J	Programación y transmisiones de TV y radio	49
2015	Gualeguay	J	Servicios audiovisuales	NA
2015	Gualeguay	J	Servicios de programación, consultoría informática y actividades conexas	15
2015	Gualeguay	J	Telecomunicaciones	8
2015	Gualeguay	K	Servicios auxiliares de la actividad financiera y de seguros	14
2015	Gualeguay	K	Servicios de seguros, reaseguros y pensiones	54
